MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
"Main Street MArket - Roselle, Il.",344 e maple ave,roselle,DuPage,Illinois,60172,-88.071297,41.981322999999996,1,0,0,0,0,1,1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,11.0,0
Main Street Market of Carrolton,101 North Main Street,Carrolton,Carroll,Missouri,64633,-93.49605600000001,39.359238,0,0,0,0,0,1,1,3.0,3.0,2.0,0.0,0.0,0.0,1.0,9.0,0
Main Street Marshfield Farmers Market,641 S. Central Avenue,Marshfield,Wood,Wisconsin,54449,-90.176804,44.661201,0,0,0,0,1,1,1,3.0,2.0,1.0,0.0,3.0,0.0,0.0,9.0,1
Main Street Saturday Market of Murfreesboro,historic public square of downtown Murfreesboro around the courthouse,Murfreesboro,Rutherford,Tennessee,37130,-86.390266,35.845622999999996,0,0,0,0,0,1,1,2.0,3.0,0.0,1.0,3.0,2.0,1.0,12.0,0
Main Street South Orange Farmers' Market,14 Sloan Street,South Orange,Essex,New Jersey,7079,-74.260124,40.745453000000005,1,1,1,1,1,1,1,3.0,4.0,0.0,1.0,1.0,3.0,1.0,13.0,4
Main Street Square Farmers' Market,512 Main Street,Rapid City,Pennington,South Dakota,57701,-103.22588,44.081249,1,0,0,0,1,1,1,2.0,3.0,2.0,2.0,4.0,3.0,2.0,18.0,1
Main Street Statesboro Farmers Market,2 East Main Street,Statesboro ,Bulloch,Georgia,30458,-81.782921,32.448624,1,0,0,0,1,1,1,3.0,3.0,2.0,2.0,3.0,2.0,1.0,16.0,1
Main Street Woodbury Farmers Market,Cooper Street and Railroad Avenue,Woodbury,Gloucester,New Jersey,8096,-75.150047,39.8367,1,1,1,1,0,1,1,3.0,1.0,1.0,1.0,4.0,0.0,1.0,11.0,3
MainStreet Libertyville Farmers Market,413 N Milwaukee Ave,Liberytville ,Lake,Illinois,60048,-87.95474200000001,42.287243,1,1,0,0,0,1,1,5.0,4.0,2.0,2.0,2.0,3.0,2.0,20.0,1
MainStreet's Dowtown Farmers Market,8 Broad Street,Alexander City,Tallapoosa,Alabama,35010,-85.954697,32.944599,0,0,0,1,0,0,1,3.0,3.0,2.0,2.0,3.0,0.0,0.0,13.0,1
Malcolm X Boulevard Community Farmers Market,"Malcolm X Blvd & Chauncey,",Brooklyn,Kings,New York,11233,-73.928185,40.679970000000004,1,1,1,1,1,0,1,2.0,2.0,2.0,1.0,4.0,1.0,1.0,13.0,4
Malden Farmers Market,200 Pleasant St,Malden,Middlesex,Massachusetts,2148,-71.072952,42.427044,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1
Malone Farmers' Market,Rt. 11 Malone Airport,Malone,Franklin,New York,12953,-74.327324,44.847775,0,1,0,1,1,1,1,2.0,3.0,1.0,1.0,1.0,2.0,0.0,10.0,3
Malta Farmers' Market,2570 Route 9 ,Ballston Spa,Saratoga,New York,12020,-73.789597,42.976902,1,0,0,0,0,1,1,3.0,2.0,2.0,1.0,2.0,0.0,1.0,11.0,0
Manakin Market,68 Broad Street Road,Manakin-Sabot,Goochland,Virginia,23103,-77.685333,37.671906,1,0,0,0,1,1,1,7.0,4.0,3.0,2.0,3.0,3.0,3.0,25.0,1
Mancelona Farmers Market,121 State St,Mancelona,Antrim,Michigan,49659,-85.059364,44.902729,1,1,0,1,1,0,1,3.0,4.0,2.0,1.0,2.0,0.0,0.0,12.0,3
Manchester Community Market,Victory Park - Chestnut St. & Concord St.,Manchester,Hillsborough,New Hampshire,3101,-71.460175,42.992283,1,0,0,0,1,0,1,6.0,4.0,2.0,2.0,2.0,3.0,2.0,21.0,1
Manchester Farmers Market,Concord & Pine,Manchester ,Hillsborough,New Hampshire,3105,-71.459976,42.992722,0,0,0,0,1,1,1,5.0,5.0,2.0,2.0,1.0,3.0,3.0,21.0,1
Manchester Farmers Market,"Adams Park, RT. 7A",Manchester Center ,Bennington,Vermont,5255,-73.05297900000001,43.177673,1,1,1,1,1,0,1,4.0,5.0,3.0,3.0,2.0,2.0,2.0,21.0,4
Manchester Locally Grown online farmers' market,113 East Main Street,Manchester,Coffee,Tennessee,37355,-86.087631,35.482997999999995,1,0,0,0,0,0,1,5.0,4.0,3.0,2.0,3.0,2.0,1.0,20.0,0
Mandt Marketplace,811 Fourth Streert,Stoughton,Dane,Wisconsin,53589,-89.217964,42.911654999999996,1,0,0,0,0,0,1,3.0,4.0,2.0,2.0,3.0,3.0,1.0,18.0,0
Manhattan Beach Farmers Market,"13th Street, between Valley and Morningside Drives",Manhattan Beach,Los Angeles,California,90266,-118.40899999999999,33.886902,0,1,0,1,0,1,1,3.0,3.0,0.0,1.0,2.0,2.0,1.0,12.0,2
Manhattan Farmers Market,South Broadway and West Main,Manhattan,Gallatin,Montana,59741,-111.33333,45.856792,1,1,0,1,1,0,1,3.0,3.0,2.0,1.0,1.0,1.0,1.0,12.0,3
Manistee Farmers Market,180 Memorial Drive,Manistee ,Manistee,Michigan,49660,-86.322998,44.249271,1,1,0,1,1,1,1,4.0,4.0,3.0,2.0,3.0,1.0,3.0,20.0,3
Manistique Farmers' Market,180 N. Maple Street,Manistique,Schoolcraft,Michigan,49854,-86.24359100000001,45.959984000000006,1,1,0,1,0,1,1,2.0,4.0,0.0,1.0,1.0,2.0,1.0,11.0,2
Manitou Community Market,,Manitou Springs,El Paso,Colorado,80829,-104.91281000000001,38.858321999999994,1,0,0,0,0,1,1,3.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,0
Mankato Farmers Market,1895 Adams St,Mankato,Blue Earth,Minnesota,56001,-93.950661,44.169483,1,1,0,1,1,1,1,4.0,3.0,2.0,1.0,2.0,2.0,1.0,15.0,3
Mansfield Farmers Market,,Mansfield,Sebastian,Arkansas,72944,-94.25056500000001,35.060103999999995,1,0,0,0,0,1,1,4.0,3.0,2.0,2.0,3.0,1.0,0.0,15.0,0
Mansfield Farmers Market,"Public Parking, 80 North Main Street",Mansfield,Bristol,Massachusetts,2048,-71.218002,42.026402000000004,0,1,0,1,0,0,1,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,2
Mansfield Farmers Market,703 East Broad Street,Mansfield,Tarrant,Texas,76063,-97.13404799999999,32.564587,1,0,0,0,0,1,1,5.0,3.0,2.0,2.0,2.0,1.0,2.0,17.0,0
Mansfield Growers Market,30 E. Wellsboro Street,Mansfield,Tioga,Pennsylvania,16933,-77.07686600000001,41.807281,1,0,0,1,0,1,1,3.0,4.0,2.0,1.0,2.0,2.0,1.0,15.0,1
Manson Farmers Market,,Manson ,Calhoun,Iowa,50563,-94.539505,42.527103000000004,1,1,1,1,0,0,1,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,3
Manson Farmers Market,157 E Wapato Way ,Manson,Chelan,Washington,98831,-120.15598,47.884785,1,0,1,1,0,0,1,4.0,3.0,2.0,0.0,2.0,0.0,0.0,11.0,2
Manteca Certified Farmers Market,100 Manteca Avenue,Manteca,San Joaquin,California,95337,-121.21985,37.797740999999995,0,1,0,0,0,1,1,5.0,4.0,2.0,0.0,0.0,0.0,1.0,12.0,1
Manteno Chamber of Commerce Farmers' Market,50 S. Main Street,Manteno,Kankakee,Illinois,60950,-87.83528100000001,41.248795,1,0,0,0,0,1,1,2.0,3.0,3.0,1.0,2.0,0.0,1.0,12.0,0
Manzanita Farmers Market,175 5th Street South,Manzanita,Tillamook,Oregon,97130,-123.93281999999999,45.718513,1,1,1,0,1,1,1,6.0,4.0,2.0,2.0,1.0,3.0,3.0,21.0,3
Maple Valley Farmers' Market,25700 Maple Valley Black Diamond Road,Maple Valley,King,Washington,98038,-122.02148000000001,47.371521,1,1,1,1,1,1,1,5.0,4.0,3.0,2.0,3.0,2.0,3.0,22.0,4
Maquoketa Farmers Market,1215 Platt ST.,Maquoketa ,Jackson,Iowa,,-90.64915500000001,42.068058,1,1,1,1,1,1,1,4.0,4.0,2.0,1.0,3.0,1.0,2.0,17.0,4
Mar Vista Farmers' Market,3826 Grand View Blvd/ Grand View at Venice Blvd,Los Angeles,Los Angeles,California,90066,-118.43118,34.003859999999996,1,1,1,1,1,1,1,3.0,3.0,1.0,2.0,2.0,3.0,1.0,15.0,4
Marana Farmers' Market,13395 N. Marana Main St.,Marana,Pima,Arizona,85653,-111.21248999999999,32.45092,1,1,1,1,1,1,1,3.0,2.0,2.0,1.0,0.0,0.0,0.0,8.0,4
Marble Hill YM,225th St. between Broadway and Exterior,Bronx,Bronx,New York,10034,-73.86666899999999,40.849998,1,1,1,1,1,1,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4
Marble Springs Farmers Market,1220 W Governor John Sevier Highway,Knoxville,Knox,Tennessee,37920,-83.876816,35.896957,1,0,0,0,0,1,1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0
Marblehead Farmers' Market,217 Pleasant St,Marblehead ,Essex,Massachusetts,1945,-70.86198399999999,42.498940000000005,1,1,0,1,1,1,1,4.0,4.0,2.0,2.0,2.0,3.0,2.0,19.0,3
Marceline Farmers' Market (MABCC),"Ripley Park, Main Street",Marceline ,Linn,Missouri,64658,-92.94825,39.711971000000005,1,0,0,0,0,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
Marco Island Farmers Market,Elkcam Circle and Park Avenue,City of Marco Island,Collier,Florida,34145,-81.726051,25.951948,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,4.0,1.0,1.0,16.0,0
Marian University Farmers' Market at the Indy Cycloplex,3649 Cold Spring Road,Indianapolis,Marion,Indiana,46222,-86.20002,39.820816,1,0,0,0,1,1,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,1
Marian's Market,Arivaca Rd,Arivaca,Pima,Arizona,85601,-111.30771999999999,31.615183000000002,1,0,0,0,0,0,1,4.0,3.0,2.0,1.0,2.0,0.0,0.0,12.0,0
Marianna City Farmers' Market,Madison Street,Marianna ,Jackson,Florida,32446,-85.225288,30.775234,1,1,0,1,0,0,1,5.0,3.0,2.0,0.0,3.0,0.0,0.0,13.0,2
Marietta Market,Front & Pine Streets,Marietta,Lancaster,Pennsylvania,17547,-76.546463,40.05722,0,0,0,0,0,1,1,3.0,2.0,1.0,2.0,2.0,3.0,1.0,14.0,0
Marietta Square Farmers Market,65 Church St,MARIETTA,Cobb,Georgia,30060,-84.549492,33.953194,1,0,0,0,0,1,1,8.0,4.0,2.0,2.0,3.0,3.0,1.0,23.0,0
Marilyn Miller FM,1700 Churn Creek Rd .,Redding,Shasta,California,,-122.35461000000001,40.581383,1,1,1,1,1,0,1,2.0,2.0,1.0,0.0,2.0,0.0,1.0,8.0,4
Marina Certifed Farmers' Market,215 Reservation Rd.,Marina,Monterey,California,93933,-121.79765,36.687008,1,1,1,1,1,1,1,4.0,3.0,2.0,0.0,1.0,0.0,1.0,11.0,4
Marine City Farmer's Market,310 S Parker St,Marine City,St. Clair,Michigan,48039,-82.501099,42.716148,1,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0
Marinwood Community Farmers Market,Marinwood Avenue and Miller Creek ,San Rafael,Marin,California,94903,-122.53967,38.033058000000004,1,1,1,1,1,0,1,4.0,2.0,2.0,1.0,3.0,3.0,2.0,17.0,4
Marion (VA) Regional Farmers Market,Corner of Chestnut and Cherry Streets,Marion,Smyth,Virginia,24354,-81.518051,36.832645,1,0,0,1,0,1,1,4.0,4.0,2.0,2.0,3.0,2.0,2.0,19.0,1
Marion County Farmers Market,2151 Bexar Avenue West,Hamilton,Marion,Alabama,35570,-88.019577,34.156277,0,0,0,1,0,0,1,4.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0,1
Marion Farmers Market,2200 31st Street,Marion,Linn,Iowa,52302,-91.580742,42.044376,1,1,0,0,0,0,1,2.0,3.0,2.0,1.0,2.0,1.0,2.0,13.0,1
Marion Oaks Recreation Farmers Market - Marion Oaks Community Center,294 Marion Oaks Lane,Ocala,Marion,Florida,34473,-82.177071,29.005203,1,0,0,0,0,0,1,2.0,4.0,2.0,1.0,2.0,1.0,0.0,12.0,0
Marion Ohio Market,Main and Church ,Marion ,Marion,Ohio,43302,-83.12297099999999,40.593303999999996,1,1,0,0,1,0,1,2.0,4.0,2.0,1.0,0.0,0.0,1.0,10.0,2
Marion Open Air Market,1500 S. Western Ave.,Marion,Grant,Indiana,46953,-85.67609399999999,40.546436,1,0,0,0,0,0,1,3.0,2.0,2.0,1.0,2.0,1.0,2.0,13.0,0
Marion VA Farmers Market,2401 W. Main Street,Marion  ,Williamson,Illinois,62959,-88.956924,37.72979,1,0,0,0,0,0,1,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0
Mariposa Certified Farmer's Market,6th St. parking lot on Stroming Rd.,Mariposa,Mariposa,California,95338,-119.9664,37.484409,1,1,1,1,0,0,1,3.0,2.0,1.0,0.0,2.0,0.0,1.0,9.0,3
Mark's Farm Market & Greenhouses,4374 W US Hwy 20,LaPorte,LaPorte,Indiana,46350,-86.784897,41.6903,0,1,1,1,0,1,1,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,3
Market & Penn Streets Farmers' Market,380 W. Market Street,York,York,Pennsylvania,17401,-76.736298,39.959301,0,0,0,0,0,1,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,0
Market 23,2620 23 ST,Columbus,Platte,Nebraska,68601,-97.361664,41.440025,1,1,1,1,0,0,1,4.0,3.0,3.0,2.0,2.0,2.0,2.0,18.0,3
Market at Hague,7800 N Hague Rd,Indianapolis,Marion,Indiana,46220,-86.035248,39.897040999999994,1,0,1,0,1,1,1,3.0,5.0,3.0,2.0,2.0,1.0,1.0,17.0,2
Market at Lock 3,200 S. Main St.,Akron,Summit,Ohio,44308,-81.520424,41.079983,0,0,0,0,0,1,1,4.0,3.0,1.0,0.0,1.0,1.0,0.0,10.0,0
Market at the Fareway,8229 Germantown Avenue,Philadelphia ,Philadelphia,Pennsylvania,19118,-75.203056,40.074192,1,0,0,0,0,1,1,4.0,2.0,0.0,3.0,0.0,2.0,2.0,13.0,0
"Market at the Park - Orland Park, IL",9705 W. 142nd Steet,Orland Park,Cook,Illinois,60462,-87.856514,41.631943,1,0,0,0,0,1,1,5.0,4.0,3.0,2.0,2.0,2.0,3.0,21.0,0
"Market at the Parkway, Richland, WA",The Parkway & Lee Blvd.,Richland,Benton,Washington,99352,-119.27423,46.275249,1,1,0,1,0,1,1,3.0,3.0,2.0,2.0,4.0,2.0,2.0,18.0,2
Market Common Farmers Market,Deville St,Myrtle Beach ,Horry,South Carolina,29577,-78.939011,33.669933,1,1,1,1,1,1,1,3.0,4.0,2.0,2.0,1.0,3.0,2.0,17.0,4
Market Faire on the Square,Public Square,Hagerstown,Washington,Maryland,21740,-77.720276,39.642047999999996,0,0,0,0,0,1,1,4.0,4.0,2.0,1.0,2.0,0.0,0.0,13.0,0
Market in the Park,W South Park Ave & Georgia St,Oshkosh,Winnebago,Wisconsin,54901,-88.55751,44.005318,1,0,1,0,1,1,1,4.0,4.0,1.0,2.0,0.0,2.0,2.0,15.0,2
Market Monday/Sartell Winter Market,125 Pinecone Road North,Sartell,Stearns,Minnesota,56377,-94.228836,45.621871999999996,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,1.0,2.0,1.0,14.0,0
Market Mondays at the Arsht Center,1301 Biscayne Blvd,Miami,Miami-Dade,Florida,33132,-80.189224,25.787119,1,0,0,0,1,1,1,4.0,4.0,2.0,3.0,0.0,1.0,2.0,16.0,1
Market of Life,3510 W 15th Ave,Gary,Lake,Indiana,46404,-87.34485600000001,41.595882,1,0,0,0,0,0,1,2.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,0
Market on Central - Farmers Market in Historic Downtown Fort Dodge,7th to 10th Street on Central Avenue,Fort Dodge,Webster,Iowa,50501,-94.186897,42.505203,1,0,0,0,0,1,1,6.0,4.0,3.0,2.0,3.0,2.0,3.0,23.0,0
Market on Main ,Ford Center Plaza 6th and Main St,Evansville,Vanderburgh,Indiana,47715,-87.568352,37.972885,1,1,1,1,1,0,1,2.0,3.0,2.0,2.0,1.0,1.0,2.0,13.0,4
Market on Military Summer,Military Avenue and West Mason Street,Green Bay ,Brown,Wisconsin,54303,-88.064636,44.522209000000004,1,1,1,1,1,1,1,4.0,4.0,3.0,1.0,2.0,3.0,2.0,19.0,4
Market on the Green,Main Street on the Town Common,New London,Merrimack,New Hampshire,3257,-71.981842,43.413288,1,1,1,1,0,1,1,5.0,4.0,3.0,2.0,3.0,2.0,2.0,21.0,3
Market on the Plaza,,Mountain Village,San Miguel,Colorado,81435,-107.84611000000001,37.936909,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,0.0,1.0,1.0,12.0,0
Market on the Square,Hwy 18E and Hwy 19N,Zebulon,Pike,Georgia,30295,-84.3424,33.102299,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,0
Market on the Square,1st North St.  ,Versailles ,Ripley,Indiana,47042,-85.250298,39.07233,1,0,0,0,0,0,1,3.0,4.0,2.0,1.0,2.0,1.0,1.0,14.0,0
Market on the Square (BrokenkBow),,Broken Bow ,Custer,Nebraska,,-99.63987,41.405411,1,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Market Place at Sheriff Road,,Washington,District of Columbia,District of Columbia,20019,-77.016296,38.9048,0,0,0,0,0,0,1,3.0,4.0,1.0,1.0,2.0,1.0,1.0,13.0,0
Market Place Thursdays,315 Old Corinth Rd,Hadley,Saratoga,New York,12835,-73.847542,43.316315,1,0,0,0,0,0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,0
Market Square Farmers' Market,Market Square,Knoxville,Knox,Tennessee,37901,-83.91925,35.964695,1,1,0,0,1,1,1,8.0,5.0,3.0,2.0,3.0,3.0,2.0,26.0,2
Market Square Holiday Market,Market Street and Union Avenue,Knoxville,Knox,Tennessee,37901,-83.91926600000001,35.964703,1,0,0,0,1,1,1,7.0,5.0,3.0,2.0,1.0,3.0,2.0,23.0,1
"Market Square, Farmers Market",400 1ST Street S.W.,"Paris, Texas",Lamar,Texas,75460,-95.557365,33.657897999999996,1,0,0,0,0,1,1,2.0,3.0,2.0,2.0,2.0,1.0,2.0,14.0,0
Marketplace@Sprout!,4th St. and A St.,Springfield,Lane,Oregon,97477,-123.0208,44.047058,1,1,1,1,1,1,1,4.0,3.0,2.0,2.0,3.0,3.0,2.0,19.0,4
Markleville Farmers Market,St. Rd. 38....1 mile east of St. Rd. 109,Markleville,Madison,Indiana,46056,-85.618729,39.97802,0,0,0,0,0,0,1,4.0,3.0,2.0,2.0,2.0,0.0,0.0,13.0,0
Marks of Excellence Farmers Market,455 Albany Ave,Amityville,Suffolk,New York,11701,-73.40921,40.698986,1,1,0,1,1,1,1,2.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,3
Marksville Farmers Market,122 E. Mark Street,Marksvillle,Avoyelles,Louisiana,71351,-92.066147,31.127059999999997,0,0,0,1,0,1,1,3.0,3.0,2.0,2.0,3.0,0.0,1.0,14.0,1
Marlboro County Farmers Market,500 Broad Street,Bennettsville,Marlboro,South Carolina,29512,-79.681198,34.610989000000004,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Marlette Farmers Market,3048 Main Street,Marlette,Sanilac,Michigan,48453,-83.080528,43.327346999999996,1,0,0,1,1,1,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,19.0,2
Marshall Area Farmers Market,200 North Madison Street ,Marshall,Calhoun,Michigan,49068,-84.956978,42.273678000000004,1,0,0,0,1,0,1,4.0,5.0,2.0,2.0,0.0,2.0,1.0,16.0,1
Marshall Area Farmers Market,125 West Green Street,"Marshall, MI ",Calhoun,Michigan,49068,-84.959152,42.27087,1,0,0,0,1,0,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,19.0,1
Marshall Farmers Market,116 West College Drive ( parking lot),Marshall ,Lyon,Minnesota,56258,-95.790894,44.445910999999995,1,0,0,0,1,0,1,2.0,3.0,2.0,2.0,0.0,1.0,0.0,10.0,1
Marshall Market on the Square,  N Jefferson St,Marshall,Saline,Missouri,65340,-93.196678,39.120804,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,3.0,3.0,0.0,15.0,0
MarshallCountyFarmers'Market,12thstreet,Moundsville,Marshall,West Virginia,26041,-80.7257,39.9156,0,1,0,1,0,0,1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,2
Marshfield Clinic and Aspirus Farmers Market,333 Pine Ridge Blvd,Wausau,Marathon,Wisconsin,54401,-89.667725,44.966095,1,1,0,0,1,0,1,3.0,2.0,0.0,1.0,1.0,1.0,0.0,8.0,2
Marshfield Farmer's Market,140 Main St  (Route 3A),Marshfield,Plymouth,Massachusetts,2050,-70.717316,42.098147999999995,1,1,1,1,1,1,1,5.0,5.0,3.0,2.0,2.0,2.0,2.0,21.0,4
MARSHFIELD FARMERS MARKET,900 WASHINGTON,Marshfield ,Webster,Missouri,65706,-92.92041800000001,37.335419,1,0,0,0,1,0,1,3.0,3.0,2.0,1.0,1.0,1.0,1.0,12.0,1
Marsing Farmers Market,Hwy 55 & Snake River,Marsing,Owyhee,Idaho,83639,-116.801,43.547298,0,0,0,0,0,1,1,2.0,3.0,2.0,0.0,2.0,1.0,1.0,11.0,0
Martin City Farm and Outdoor Market,Homes Road and 135th Street,Martin City,Jackson,Missouri,64147,-94.58659399999999,38.88213,1,0,0,0,0,1,1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0
Martin County Main Street Market,Main St. and Smithwick St. ,Williamston,Martin,North Carolina,27892,-77.055115,35.855221,1,0,0,0,0,0,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0
Martin's Farmstand,11 Needham Rd.,Potsdam,St. Lawrence,New York,,-74.903748,44.670982,1,1,1,1,1,1,1,3.0,4.0,0.0,2.0,1.0,0.0,0.0,10.0,4
Martinez Farmers' Market,Main St. and Estudillo,Martinez,Contra Costa,California,,-122.13646999999999,38.017365000000005,1,1,0,0,1,1,1,5.0,3.0,1.0,2.0,0.0,1.0,1.0,13.0,2
Marymount Farmers Market,2807 N. Glebe Road,Arlington,Arlington,Virginia,22207,-77.12847099999999,38.904308,1,0,0,0,0,1,1,2.0,3.0,0.0,1.0,0.0,2.0,2.0,10.0,0
Marysville Farmers Market,1035 State Avenue,Marysville,Snohomish,Washington,98270,-122.17756999999999,48.05888,1,1,1,1,1,1,1,3.0,3.0,2.0,0.0,1.0,2.0,2.0,13.0,4
Marysville Farmers' Market,7th and Broadway,Marysville,Marshall,Kansas,66508,-96.6492,39.841599,0,0,0,0,0,0,1,2.0,3.0,2.0,1.0,2.0,1.0,1.0,12.0,0
Maryville Farmers Market,1 Schiber Ct.,Maryville ,Madison,Illinois,62062,-89.95008100000001,38.733162,1,0,0,0,1,1,1,3.0,3.0,2.0,1.0,2.0,2.0,0.0,13.0,1
Maryville Farmers Market - Saturdays,Founders Square,Maryville,Blount,Tennessee,37801,-83.969505,35.756989000000004,1,0,0,0,0,1,1,3.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,0
Mason County Farmers Market (Point Pleasant & Hartford/New Haven Markets),Route 62,Hartford,Mason,West Virginia,25550,-81.95030200000001,38.6996,0,1,0,0,0,0,1,2.0,4.0,1.0,0.0,1.0,0.0,0.0,8.0,1
Mason County Farmers Market (Point Pleasant & Hartford/New Haven Markets),1st Street,Point Pleasant,Mason,West Virginia,25550,-82.131599,38.834599,0,1,0,1,0,0,1,2.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,2
Mason Farmers Market,100 block East Maple at Jefferson (in street),Mason,Ingham,Michigan,48854,-84.442596,42.58017,1,0,0,0,0,0,1,4.0,4.0,2.0,0.0,1.0,0.0,1.0,12.0,0
Masontown Farmers Market, N Water St. and Virginia Ave,Masontown,Fayette,Pennsylvania,15454,-79.895905,39.850983,0,1,0,0,0,0,1,1.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,1
Mathews Farmers Market,Court Street,Mathews,Mathews,Virginia,23109,-76.32159399999999,37.433533000000004,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,3.0,2.0,0.0,14.0,0
Mattapan Square  Farmers Market,882 Cummins Hwy,Mattapan,Suffolk,Massachusetts,2126,-71.076515,42.331352,1,1,1,1,1,1,1,4.0,3.0,1.0,1.0,1.0,3.0,1.0,14.0,4
Matthys Farm Market,57754 Crumstown Hwy,South Bend,St. Joseph,Indiana,46619,-86.358727,41.655159000000005,1,0,0,0,0,1,1,2.0,3.0,1.0,0.0,2.0,0.0,0.0,8.0,0
Mattoon Farmers Market,500 Broadway,Mattoon,Coles,Illinois,61938,-88.35878000000001,39.482715999999996,0,0,0,0,0,1,1,3.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0
Mauldin Farmers Market,101 East Butler Road,Mauldin,Greenville,South Carolina,29662,-82.30639599999999,34.779648,1,0,0,0,0,1,1,4.0,4.0,3.0,2.0,0.0,3.0,3.0,19.0,0
Maupin Farmers Market,500 Deschutes Ave,Maupin,Wasco,Oregon,97037,-121.08200000000001,45.174999,0,0,1,0,0,0,1,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1
Mayes County Farmers Market,Mayes County Courthouse,Pryor,Mayes,Oklahoma,74361,-95.31588,36.30928,1,0,0,1,1,1,1,3.0,3.0,1.0,1.0,2.0,0.0,1.0,11.0,2
Mayfair Farmers' Market,2039 Kammerer Ave.,San Jose,Santa Clara,California,95116,-121.84428,37.350811,0,1,0,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Mayhill Farmers Market,3494 US Hwy 82,Mayhill ,Otero,New Mexico,88339,-105.47791000000001,32.890144,1,0,0,0,0,0,1,5.0,3.0,1.0,2.0,2.0,0.0,0.0,13.0,0
Mayville Downtown Green Market,Downtown Main Street,Mayville,Dodge,Wisconsin,53050,-88.563797,43.5289,0,0,0,0,0,1,1,2.0,3.0,1.0,0.0,2.0,0.0,0.0,8.0,0
McAllen Farmers Market,4001 N. 23rd St.,McAllen ,Hidalgo,Texas,78504,-98.241982,26.241596,1,1,0,0,1,1,1,4.0,4.0,2.0,1.0,2.0,1.0,1.0,15.0,2
McCall Farmers Market,"Pine St., Between Razzle Dazzle & AmeriTitle",McCall,Valley,Idaho,83638,-116.095,44.912102000000004,0,0,0,0,0,0,1,2.0,3.0,1.0,0.0,2.0,2.0,1.0,11.0,0
McClellanville Land and Sea Market,1369 N Pinckney Street,McClellanville,Charleston,South Carolina,29458,-79.46901700000001,33.099163,1,0,0,0,0,1,1,5.0,2.0,2.0,1.0,3.0,3.0,2.0,18.0,0
McClusky Farmers Market,"Heart Park south of Hwy 200, 1 block west of Main Street",McClusky,Sheridan,North Dakota,58463,-100.44313000000001,47.485153000000004,0,0,0,0,0,0,1,3.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0
McComb Farmers Market,across from 112 Railroad Blvd,McComb,Pike,Mississippi,39648,-90.451996,31.244761999999998,0,0,1,1,1,0,1,4.0,3.0,2.0,1.0,3.0,1.0,0.0,14.0,3
McCutcheon/Mount Vernon ,2501 Sherwood Hall Lane,Alexandria ,Fairfax,Virginia,22306,-77.082024,38.818344,1,0,0,0,1,1,1,3.0,4.0,0.0,2.0,1.0,2.0,2.0,14.0,1
